amount,payment_method,bank,gateway,bank_status,gateway_status,auth_status,capture_status,merchant_order_status,merchant_fulfillment_status,webhook_status,webhook_http_code,webhook_attempt_count,settlement_status,refund_status,bank_reversal_status,bank_latency_ms,gateway_latency_ms,transaction_age_seconds,time_of_day_hour,retry_count,amount_deviation_score,historical_merchant_failure_rate,is_amount_matched,is_duplicate_candidate,target_incident_class
394.13,UPI,HDFC,CASHFREE,SUCCESS,SUCCESS,AUTHORIZED,CAPTURED,CANCELLED,CANCELLED,DELIVERED,200,1,ON_HOLD,NONE,NONE,339440,341919,169281,3,0,-0.4526,0.0338,1,0,ORDER_PAYMENT_CONFLICT
2636.9,UPI,HDFC,RAZORPAY,SUCCESS,SUCCESS,AUTHORIZED,CAPTURED,PAID,PROCESSING,DELIVERED,200,1,PENDING,NONE,NONE,538,690,36132,8,0,-0.4506,0.0561,1,0,NORMAL
810.06,UPI,AXIS,STRIPE,SUCCESS,FAILED,TIMEOUT,NOT_REQUESTED,CANCELLED,CANCELLED,FAILED,504,1,ON_HOLD,NONE,NOT_INITIATED,1463,53419,242577,8,0,0.6876,0.0419,1,0,BANK_DEBIT_GATEWAY_FAILURE
1431.99,NET_BANKING,YES_BANK,RAZORPAY,SUCCESS,SUCCESS,AUTHORIZED,CAPTURED,PENDING_PAYMENT,UNFULFILLED,DROPPED,404,2,ON_HOLD,NONE,NONE,559,858,175272,16,0,-0.2463,0.0511,1,0,MISSING_WEBHOOK
875.17,UPI,ICICI,STRIPE,SUCCESS,SUCCESS,AUTHORIZED,CAPTURED,PAID,DELIVERED,DELIVERED,200,1,SETTLED,NONE,NONE,187,344,192955,5,1,0.8233,0.044,1,0,NORMAL
5479.18,CREDIT_CARD,INDUSIND,STRIPE,SUCCESS,SUCCESS,AUTHORIZED,CAPTURED,CANCELLED,CANCELLED,DELIVERED,200,1,ON_HOLD,NONE,NONE,307091,308854,139274,12,0,0.9569,0.0241,1,0,ORDER_PAYMENT_CONFLICT
1320.95,UPI,AXIS,PAYU,SUCCESS,SUCCESS,AUTHORIZED,CAPTURED,CANCELLED,CANCELLED,DELIVERED,200,1,ON_HOLD,INITIATED,NONE,301065,302620,222711,23,0,1.0322,0.0259,1,0,ORDER_PAYMENT_CONFLICT
1241.08,UPI,KOTAK,CASHFREE,SUCCESS,FAILED,FAILED,FAILED,CANCELLED,CANCELLED,DELIVERED,200,1,ON_HOLD,NONE,NOT_INITIATED,610,57308,30792,12,0,-0.3468,0.0409,1,0,BANK_DEBIT_GATEWAY_FAILURE
2422.92,UPI,ICICI,BILLDESK,SUCCESS,SUCCESS,AUTHORIZED,CAPTURED,REFUNDED,RETURNED,DELIVERED,200,1,REVERSED,PENDING,AWAITING_ACK,209,309,182921,15,0,-0.3077,0.0422,1,0,REFUND_UNCERTAINTY
1240.59,UPI,AXIS,STRIPE,SUCCESS,SUCCESS,AUTHORIZED,CAPTURED,PENDING_PAYMENT,UNFULFILLED,DROPPED,504,4,PENDING,NONE,NONE,373,639,190589,17,0,0.1278,0.0498,1,0,MISSING_WEBHOOK
1534.05,UPI,INDUSIND,BILLDESK,SUCCESS,FAILED,FAILED,PENDING,CANCELLED,DELIVERED,RETRYING,200,1,FAILED,PENDING,NOT_INITIATED,2690,78787,240345,20,1,1.3601,0.0327,1,0,UNRESOLVED
10300.42,UPI,KOTAK,RAZORPAY,SUCCESS,SUCCESS,AUTHORIZED,CAPTURED,PAID,PROCESSING,DELIVERED,200,1,PENDING,NONE,NONE,404,552,44127,15,0,2.6787,0.0189,1,0,NORMAL
859.56,UPI,HDFC,STRIPE,SUCCESS,SUCCESS,AUTHORIZED,CAPTURED,PENDING_PAYMENT,UNFULFILLED,DROPPED,504,4,ON_HOLD,NONE,NONE,244,499,226428,12,0,0.1938,0.0352,1,0,MISSING_WEBHOOK
4809.43,UPI,HDFC,BILLDESK,SUCCESS,SUCCESS,AUTHORIZED,CAPTURED,PAID,PROCESSING,DELIVERED,200,1,PENDING,NONE,NONE,2303,2633,48850,20,0,0.3741,0.0458,1,0,NORMAL
4417.85,UPI,HDFC,STRIPE,SUCCESS,SUCCESS,AUTHORIZED,CAPTURED,PAID,DELIVERED,DELIVERED,200,1,SETTLED,NONE,NONE,619,751,215606,13,0,0.5778,0.0193,1,0,NORMAL
473.86,UPI,ICICI,CASHFREE,SUCCESS,SUCCESS,AUTHORIZED,CAPTURED,PAID,PROCESSING,DELIVERED,200,1,PENDING,NONE,NONE,298,573,41726,14,0,0.1282,0.0439,1,0,NORMAL
718.65,NET_BANKING,AXIS,BILLDESK,SUCCESS,SUCCESS,AUTHORIZED,CAPTURED,PAID,DELIVERED,DELIVERED,200,1,SETTLED,NONE,NONE,629,811,117159,1,0,0.7111,0.0305,1,0,NORMAL
2899.94,UPI,ICICI,BILLDESK,REVERSED,PENDING,AUTHORIZED,AUTO_REFUNDED,FAILED,DELIVERED,RETRYING,504,1,FAILED,FAILED,AWAITING_ACK,86928,27472,137205,21,0,0.0357,0.013,1,0,UNRESOLVED
2527.44,UPI,KOTAK,CASHFREE,SUCCESS,SUCCESS,AUTHORIZED,CAPTURED,REFUNDED,RETURNED,DELIVERED,200,1,REVERSED,FAILED,REJECTED_BY_BANK,431,512,223214,15,0,0.3302,0.0448,1,0,REFUND_UNCERTAINTY
2554.78,UPI,YES_BANK,STRIPE,SUCCESS,FAILED,FAILED,FAILED,EXPIRED,CANCELLED,DELIVERED,200,1,ON_HOLD,NONE,NOT_INITIATED,1191,73271,153975,10,0,-0.2701,0.0348,1,0,BANK_DEBIT_GATEWAY_FAILURE
293.62,CREDIT_CARD,INDUSIND,CASHFREE,SUCCESS,SUCCESS,AUTHORIZED,CAPTURED,PENDING_PAYMENT,UNFULFILLED,FAILED,500,3,PENDING,NONE,NONE,532,720,21110,16,0,-0.3009,0.0443,1,0,MISSING_WEBHOOK
415.24,UPI,AXIS,STRIPE,SUCCESS,SUCCESS,AUTHORIZED,CAPTURED,PAID,DELIVERED,DELIVERED,200,1,SETTLED,NONE,NONE,250,353,193210,0,0,-0.0113,0.0371,1,0,NORMAL
1065.17,DEBIT_CARD,KOTAK,CASHFREE,SUCCESS,SUCCESS,AUTHORIZED,CAPTURED,PAID,PROCESSING,DELIVERED,200,3,SETTLED,NONE,NONE,42455,46535,148345,18,0,-0.4394,0.0554,1,0,DELAYED_CONFIRMATION
416.63,CREDIT_CARD,YES_BANK,CASHFREE,SUCCESS,FAILED,TIMEOUT,AUTO_REFUNDED,EXPIRED,CANCELLED,NONE,0,1,ON_HOLD,PROCESSED,CREDITED_TO_CUSTOMER,850,90375,220720,10,0,-0.132,0.0477,1,0,BANK_DEBIT_GATEWAY_FAILURE
8754.33,EMI,KOTAK,CASHFREE,SUCCESS,SUCCESS,AUTHORIZED,CAPTURED,PAID,DELIVERED,DELIVERED,200,1,SETTLED,NONE,NONE,396,655,222468,9,0,2.1265,0.0173,1,0,NORMAL
2015.52,CREDIT_CARD,SBI,STRIPE,REVERSED,SUCCESS,AUTHORIZED,CAPTURED,REFUNDED,RETURNED,DELIVERED,200,1,REVERSED,FAILED,NOT_INITIATED,637,719,47469,5,0,-0.2802,0.0204,1,0,REFUND_UNCERTAINTY
12810.69,UPI,HDFC,BILLDESK,SUCCESS,SUCCESS,AUTHORIZED,CAPTURED,PAID,DELIVERED,DELIVERED,200,1,SETTLED,NONE,NONE,4327,4839,256414,16,1,0.0249,0.0768,1,0,NORMAL
2804.54,UPI,HDFC,PAYU,SUCCESS,SUCCESS,AUTHORIZED,CAPTURED,PROCESSING,PROCESSING,DELIVERED,200,1,SETTLED,NONE,NONE,77216,80858,91958,9,0,-0.1987,0.0484,1,0,DELAYED_CONFIRMATION
8214.44,EMI,HDFC,PAYU,SUCCESS,SUCCESS,AUTHORIZED,CAPTURED,PAID,PROCESSING,DELIVERED,200,1,PENDING,NONE,NONE,4410,4994,21659,15,0,-0.3428,0.061,1,0,NORMAL
1174.45,CREDIT_CARD,ICICI,BILLDESK,SUCCESS,SUCCESS,AUTHORIZED,CAPTURED,PAID,PROCESSING,DELIVERED,200,3,SETTLED,NONE,NONE,99326,103660,101647,14,0,0.6312,0.0259,1,0,DELAYED_CONFIRMATION
2761.54,UPI,INDUSIND,CASHFREE,SUCCESS,SUCCESS,AUTHORIZED,CAPTURED,CANCELLED,CANCELLED,DELIVERED,200,1,ON_HOLD,NONE,NONE,274187,274818,191226,18,0,-0.0137,0.017,1,0,ORDER_PAYMENT_CONFLICT
2265.85,NET_BANKING,ICICI,BILLDESK,SUCCESS,SUCCESS,AUTHORIZED,CAPTURED,PAID,DELIVERED,DELIVERED,200,1,SETTLED,NONE,NONE,379,641,159196,9,0,-0.5279,0.0697,1,0,NORMAL
199.21,UPI,PNB,RAZORPAY,SUCCESS,SUCCESS,AUTHORIZED,CAPTURED,PAID,DELIVERED,DELIVERED,200,1,DISCREPANCY,NONE,NONE,244,344,95573,17,0,-0.5434,0.0355,1,0,SETTLEMENT_MISMATCH
2014.84,DEBIT_CARD,KOTAK,RAZORPAY,SUCCESS,SUCCESS,AUTHORIZED,CAPTURED,PAID,DELIVERED,DELIVERED,200,1,ON_HOLD,INITIATED,AWAITING_ACK,515,795,10010,10,1,0.0604,0.0533,1,1,DUPLICATE_PAYMENT
16929.6,UPI,SBI,PAYU,SUCCESS,SUCCESS,AUTHORIZED,CAPTURED,CANCELLED,CANCELLED,DELIVERED,200,1,ON_HOLD,NONE,NONE,354216,356131,26982,0,0,0.3544,0.0744,1,0,ORDER_PAYMENT_CONFLICT
7558.62,NET_BANKING,SBI,RAZORPAY,SUCCESS,SUCCESS,AUTHORIZED,CAPTURED,PAID,PROCESSING,DELIVERED,200,1,PENDING,NONE,NONE,264,505,85435,7,0,0.5747,0.0643,1,0,NORMAL
1283.96,UPI,INDUSIND,BILLDESK,SUCCESS,SUCCESS,AUTHORIZED,CAPTURED,PAID,DELIVERED,DELIVERED,200,1,SETTLED,NONE,NONE,348,438,225945,17,0,0.7833,0.0267,1,0,NORMAL
373.96,UPI,PNB,RAZORPAY,SUCCESS,SUCCESS,AUTHORIZED,CAPTURED,PAID,DELIVERED,DELIVERED,200,1,DISCREPANCY,NONE,NONE,420,697,70143,14,0,-0.5914,0.0467,1,0,SETTLEMENT_MISMATCH
4685.09,WALLET,HDFC,STRIPE,SUCCESS,SUCCESS,AUTHORIZED,CAPTURED,PAID,DELIVERED,DELIVERED,200,1,SETTLED,NONE,NONE,556,788,182859,2,0,0.3386,0.0455,1,0,NORMAL
3589.24,DEBIT_CARD,INDUSIND,PAYU,SUCCESS,SUCCESS,AUTHORIZED,CAPTURED,PAID,DELIVERED,DELIVERED,200,1,DISCREPANCY,NONE,NONE,795,1097,103713,22,0,0.9347,0.0473,1,0,SETTLEMENT_MISMATCH
5030.33,UPI,PNB,STRIPE,SUCCESS,SUCCESS,AUTHORIZED,CAPTURED,PAID,DELIVERED,DELIVERED,200,1,ON_HOLD,INITIATED,AWAITING_ACK,412,582,56287,22,2,0.048,0.0672,1,1,DUPLICATE_PAYMENT
632.67,CREDIT_CARD,HDFC,BILLDESK,SUCCESS,FAILED,FAILED,NOT_REQUESTED,CANCELLED,CANCELLED,FAILED,500,1,ON_HOLD,INITIATED,NOT_INITIATED,568,73682,205445,11,0,0.3181,0.0396,1,0,BANK_DEBIT_GATEWAY_FAILURE
5710.05,UPI,SBI,PAYU,SUCCESS,SUCCESS,AUTHORIZED,CAPTURED,PAID,DELIVERED,DELIVERED,200,1,SETTLED,NONE,NONE,611,712,91707,7,0,1.0393,0.0293,1,0,NORMAL
2103.68,DEBIT_CARD,ICICI,PAYU,SUCCESS,SUCCESS,AUTHORIZED,CAPTURED,CANCELLED,CANCELLED,DELIVERED,200,1,ON_HOLD,PROCESSED,NONE,275533,277238,45491,19,0,-0.2487,0.0186,1,0,ORDER_PAYMENT_CONFLICT
5859.97,UPI,YES_BANK,BILLDESK,SUCCESS,SUCCESS,AUTHORIZED,CAPTURED,PAID,DELIVERED,DELIVERED,200,3,SETTLED,NONE,NONE,713,930,211471,0,0,1.0928,0.014,1,0,NORMAL
59113.94,UPI,AXIS,STRIPE,SUCCESS,SUCCESS,AUTHORIZED,CAPTURED,PAID,PROCESSING,DELIVERED,200,1,PENDING,NONE,NONE,240,479,19765,20,0,3.7291,0.0643,1,0,NORMAL
1693.28,UPI,INDUSIND,CASHFREE,SUCCESS,SUCCESS,AUTHORIZED,CAPTURED,CANCELLED,CANCELLED,DELIVERED,200,1,ON_HOLD,NONE,NONE,246216,247283,140066,8,0,-0.5162,0.0459,1,0,ORDER_PAYMENT_CONFLICT
94.56,CREDIT_CARD,AXIS,PAYU,REVERSED,PENDING,TIMEOUT,PENDING,FAILED,RETURNED,FAILED,0,1,DISCREPANCY,FAILED,NOT_INITIATED,10559,36213,56491,9,2,-0.803,0.0307,1,0,UNRESOLVED
470.9,CREDIT_CARD,AXIS,CASHFREE,SUCCESS,SUCCESS,AUTHORIZED,CAPTURED,PAID,DELIVERED,DELIVERED,200,1,SETTLED,NONE,NONE,677,807,236858,4,0,0.1212,0.0473,1,0,NORMAL
405.61,CREDIT_CARD,SBI,PAYU,SUCCESS,SUCCESS,AUTHORIZED,CAPTURED,PAID,DELIVERED,DELIVERED,200,3,SETTLED,NONE,NONE,555,671,193772,4,0,-0.376,0.0312,1,0,NORMAL
1148.57,UPI,AXIS,RAZORPAY,SUCCESS,SUCCESS,AUTHORIZED,CAPTURED,PENDING_PAYMENT,UNFULFILLED,DROPPED,500,5,PENDING,NONE,NONE,698,869,256796,16,0,-0.3955,0.0524,1,0,MISSING_WEBHOOK
1243.35,UPI,AXIS,RAZORPAY,SUCCESS,SUCCESS,AUTHORIZED,CAPTURED,PAID,DELIVERED,DELIVERED,200,2,SETTLED,NONE,NONE,1328,1966,185586,2,0,-0.6448,0.0418,1,0,NORMAL
5968.77,DEBIT_CARD,ICICI,RAZORPAY,SUCCESS,SUCCESS,AUTHORIZED,CAPTURED,PAID,PROCESSING,DELIVERED,200,1,PENDING,NONE,NONE,450,614,19701,9,0,0.7054,0.0352,1,0,NORMAL
11974.38,UPI,INDUSIND,RAZORPAY,SUCCESS,SUCCESS,AUTHORIZED,CAPTURED,PAID,DELIVERED,DELIVERED,200,1,SETTLED,NONE,NONE,604,684,94705,16,1,-0.042,0.0734,1,0,NORMAL
380.24,UPI,HDFC,RAZORPAY,SUCCESS,SUCCESS,AUTHORIZED,CAPTURED,CANCELLED,CANCELLED,DELIVERED,200,1,ON_HOLD,NONE,NONE,322458,324160,242597,1,0,-0.415,0.0214,1,0,ORDER_PAYMENT_CONFLICT
4646.15,CREDIT_CARD,INDUSIND,BILLDESK,SUCCESS,SUCCESS,AUTHORIZED,CAPTURED,PAID,PROCESSING,DELIVERED,200,1,PENDING,NONE,NONE,590,833,70372,15,1,-0.0321,0.0536,1,0,NORMAL
16931.4,DEBIT_CARD,KOTAK,RAZORPAY,SUCCESS,SUCCESS,AUTHORIZED,CAPTURED,PAID,DELIVERED,DELIVERED,200,1,DISCREPANCY,NONE,NONE,447,538,104256,6,0,0.3829,0.0776,1,0,SETTLEMENT_MISMATCH
9492.91,CREDIT_CARD,YES_BANK,CASHFREE,SUCCESS,SUCCESS,AUTHORIZED,CAPTURED,PENDING_PAYMENT,UNFULFILLED,DROPPED,504,5,ON_HOLD,NONE,NONE,457,657,98766,2,0,-0.2406,0.073,1,0,MISSING_WEBHOOK
1732.86,NET_BANKING,ICICI,PAYU,SUCCESS,SUCCESS,AUTHORIZED,CAPTURED,PROCESSING,PROCESSING,DELIVERED,200,2,SETTLED,NONE,NONE,54056,55819,119612,20,0,-0.5049,0.049,1,0,DELAYED_CONFIRMATION
3768.85,CREDIT_CARD,AXIS,RAZORPAY,SUCCESS,SUCCESS,AUTHORIZED,CAPTURED,PENDING_PAYMENT,PROCESSING,DELIVERED,200,3,SETTLED,NONE,NONE,89152,95062,242710,22,0,-0.2148,0.0541,1,0,DELAYED_CONFIRMATION
1207.27,UPI,AXIS,BILLDESK,SUCCESS,SUCCESS,AUTHORIZED,CAPTURED,EXPIRED,UNFULFILLED,TIMED_OUT,500,3,PENDING,NONE,NONE,625,763,153484,19,0,0.6768,0.0303,1,0,MISSING_WEBHOOK
2230.18,UPI,INDUSIND,RAZORPAY,SUCCESS,SUCCESS,AUTHORIZED,CAPTURED,PAID,DELIVERED,DELIVERED,200,1,SETTLED,NONE,NONE,617,883,151508,3,0,3.6462,0.033,1,0,NORMAL
8768.08,UPI,AXIS,CASHFREE,SUCCESS,FAILED,TIMEOUT,FAILED,PENDING_PAYMENT,UNFULFILLED,DELIVERED,200,1,DISCREPANCY,MANUAL_INTERVENTION_REQUIRED,AWAITING_ACK,67628,107536,183707,1,1,-0.2986,0.0745,1,0,UNRESOLVED
3981.57,UPI,SBI,PAYU,SUCCESS,SUCCESS,AUTHORIZED,CAPTURED,PAID,PROCESSING,DELIVERED,200,1,PENDING,NONE,NONE,141,536,66907,5,0,2.6196,0.0472,1,0,NORMAL
1840.65,NET_BANKING,INDUSIND,RAZORPAY,SUCCESS,FAILED,TIMEOUT,NOT_REQUESTED,CANCELLED,CANCELLED,FAILED,504,1,ON_HOLD,INITIATED,NOT_INITIATED,479,84983,147135,3,0,0.6733,0.0547,1,0,BANK_DEBIT_GATEWAY_FAILURE
3523.12,UPI,KOTAK,PAYU,SUCCESS,SUCCESS,AUTHORIZED,CAPTURED,PAID,DELIVERED,DELIVERED,200,1,SETTLED,NONE,NONE,366,583,233913,13,0,0.8543,0.0445,1,0,NORMAL
207.18,CREDIT_CARD,SBI,CASHFREE,PENDING,SUCCESS,TIMEOUT,FAILED,FAILED,RETURNED,RETRYING,404,1,DISCREPANCY,MANUAL_INTERVENTION_REQUIRED,REJECTED_BY_BANK,103625,839,203648,7,0,-0.5067,0.0337,1,0,UNRESOLVED
1513.01,UPI,YES_BANK,RAZORPAY,SUCCESS,SUCCESS,AUTHORIZED,CAPTURED,REFUNDED,RETURNED,DELIVERED,200,1,REVERSED,MANUAL_INTERVENTION_REQUIRED,AWAITING_ACK,380,478,211122,19,0,-0.4596,0.0228,1,0,REFUND_UNCERTAINTY
7985.99,UPI,PNB,BILLDESK,SUCCESS,SUCCESS,AUTHORIZED,CAPTURED,PAID,DELIVERED,DELIVERED,200,1,SETTLED,NONE,NONE,284,515,105751,21,0,1.2817,0.03,1,0,NORMAL
515.27,UPI,SBI,RAZORPAY,SUCCESS,SUCCESS,AUTHORIZED,CAPTURED,PAID,PROCESSING,DELIVERED,200,3,PENDING,NONE,NONE,449,680,71446,7,0,-0.2073,0.0248,1,0,NORMAL
7058.9,UPI,YES_BANK,STRIPE,SUCCESS,SUCCESS,AUTHORIZED,CAPTURED,PAID,DELIVERED,DELIVERED,200,1,DISCREPANCY,NONE,NONE,430,614,126017,13,0,5.497,0.0482,1,0,SETTLEMENT_MISMATCH
2360.13,CREDIT_CARD,SBI,BILLDESK,SUCCESS,SUCCESS,AUTHORIZED,CAPTURED,PAID,DELIVERED,DELIVERED,200,1,DISCREPANCY,NONE,NONE,357,449,245038,5,0,-0.1061,0.0247,1,0,SETTLEMENT_MISMATCH
52391.89,CREDIT_CARD,ICICI,CASHFREE,SUCCESS,SUCCESS,AUTHORIZED,CAPTURED,PAID,DELIVERED,DELIVERED,200,1,ON_HOLD,INITIATED,AWAITING_ACK,387,592,232736,23,2,3.1914,0.0765,1,1,DUPLICATE_PAYMENT
310.83,CREDIT_CARD,PNB,CASHFREE,SUCCESS,SUCCESS,AUTHORIZED,CAPTURED,PAID,DELIVERED,DELIVERED,200,1,SETTLED,NONE,NONE,299,582,99338,16,0,-0.5218,0.0238,1,0,NORMAL
1859.79,CREDIT_CARD,KOTAK,PAYU,SUCCESS,SUCCESS,AUTHORIZED,CAPTURED,REFUNDED,RETURNED,DELIVERED,200,1,REVERSED,MANUAL_INTERVENTION_REQUIRED,AWAITING_ACK,640,777,25884,12,0,-0.4686,0.0478,1,0,REFUND_UNCERTAINTY
512.62,UPI,INDUSIND,BILLDESK,SUCCESS,SUCCESS,AUTHORIZED,CAPTURED,CANCELLED,CANCELLED,DELIVERED,200,1,ON_HOLD,PROCESSED,NONE,271175,273592,195959,20,0,0.068,0.0415,1,0,ORDER_PAYMENT_CONFLICT
7427.53,UPI,PNB,STRIPE,SUCCESS,SUCCESS,AUTHORIZED,CAPTURED,PAID,PROCESSING,DELIVERED,200,1,PENDING,NONE,NONE,311,597,6061,3,0,0.5474,0.0684,1,0,NORMAL
4167.56,EMI,AXIS,PAYU,SUCCESS,SUCCESS,AUTHORIZED,CAPTURED,PAID,DELIVERED,DELIVERED,200,1,ON_HOLD,PROCESSED,CREDITED_TO_CUSTOMER,390,529,227732,4,4,0.1907,0.0497,1,1,DUPLICATE_PAYMENT
331.95,UPI,PNB,PAYU,SUCCESS,SUCCESS,AUTHORIZED,CAPTURED,PAID,DELIVERED,DELIVERED,200,2,SETTLED,NONE,NONE,336,591,250008,11,0,-0.2096,0.0446,1,0,NORMAL
3425.7,UPI,YES_BANK,RAZORPAY,SUCCESS,PENDING,TIMEOUT,FAILED,CANCELLED,CANCELLED,DELIVERED,200,1,ON_HOLD,PROCESSED,CREDITED_TO_CUSTOMER,744,61593,57687,20,0,0.2235,0.0294,1,0,BANK_DEBIT_GATEWAY_FAILURE
829.18,DEBIT_CARD,ICICI,CASHFREE,SUCCESS,SUCCESS,AUTHORIZED,CAPTURED,PAID,DELIVERED,DELIVERED,200,1,SETTLED,NONE,NONE,219,499,236381,15,0,-0.2462,0.0537,1,0,NORMAL
565.88,UPI,YES_BANK,RAZORPAY,SUCCESS,TIMED_OUT,TIMEOUT,FAILED,CANCELLED,CANCELLED,NONE,500,1,ON_HOLD,NONE,NOT_INITIATED,1047,81477,111117,21,0,0.3473,0.0431,1,0,BANK_DEBIT_GATEWAY_FAILURE
1295.09,UPI,SBI,BILLDESK,SUCCESS,SUCCESS,AUTHORIZED,CAPTURED,PAID,DELIVERED,DELIVERED,200,1,SETTLED,NONE,NONE,259,433,116989,6,0,2.0835,0.0316,1,0,NORMAL
10830.53,CREDIT_CARD,ICICI,RAZORPAY,SUCCESS,SUCCESS,AUTHORIZED,CAPTURED,PAID,PROCESSING,DELIVERED,200,1,PENDING,NONE,NONE,3574,3968,31254,8,0,-0.1336,0.0754,1,0,NORMAL
6953.15,UPI,KOTAK,BILLDESK,SUCCESS,SUCCESS,AUTHORIZED,CAPTURED,PAID,DELIVERED,DELIVERED,200,1,SETTLED,NONE,NONE,302,477,214537,22,0,-0.4437,0.0696,1,0,NORMAL
249.24,UPI,PNB,RAZORPAY,SUCCESS,SUCCESS,AUTHORIZED,CAPTURED,PAID,DELIVERED,DELIVERED,200,1,SETTLED,NONE,NONE,407,693,190989,12,0,-0.4807,0.0339,1,0,NORMAL
1536.68,UPI,PNB,BILLDESK,SUCCESS,SUCCESS,AUTHORIZED,CAPTURED,PAID,PROCESSING,DELIVERED,200,1,PENDING,NONE,NONE,2603,2965,38861,3,0,-0.5609,0.0409,1,0,NORMAL
1064.44,CREDIT_CARD,INDUSIND,RAZORPAY,SUCCESS,SUCCESS,AUTHORIZED,CAPTURED,PAID,DELIVERED,DELIVERED,200,1,SETTLED,NONE,NONE,236,432,116810,16,0,0.6376,0.0336,1,0,NORMAL
359.95,EMI,YES_BANK,RAZORPAY,SUCCESS,FAILED,TIMEOUT,AUTO_REFUNDED,EXPIRED,CANCELLED,DELIVERED,200,1,ON_HOLD,INITIATED,NOT_INITIATED,484,76619,9191,10,0,-0.4462,0.0248,1,0,BANK_DEBIT_GATEWAY_FAILURE
316.41,UPI,AXIS,PAYU,PENDING,SUCCESS,AUTHORIZED,CAPTURED,PENDING_PAYMENT,PROCESSING,DELIVERED,200,1,PENDING,NONE,NONE,92923,96821,26371,9,0,-0.3408,0.0413,1,0,DELAYED_CONFIRMATION
3418.39,UPI,INDUSIND,CASHFREE,SUCCESS,SUCCESS,AUTHORIZED,CAPTURED,PAID,DELIVERED,DELIVERED,200,1,SETTLED,NONE,NONE,512,673,185015,23,0,0.7992,0.046,1,0,NORMAL
1055.37,DEBIT_CARD,KOTAK,STRIPE,SUCCESS,SUCCESS,AUTHORIZED,CAPTURED,PENDING_PAYMENT,UNFULFILLED,DROPPED,0,3,PENDING,NONE,NONE,198,382,163322,3,0,0.4658,0.0233,1,0,MISSING_WEBHOOK
594.16,DEBIT_CARD,ICICI,STRIPE,SUCCESS,SUCCESS,AUTHORIZED,CAPTURED,PAID,PROCESSING,DELIVERED,200,3,PENDING,NONE,NONE,647,850,16983,16,0,0.2378,0.0316,1,0,NORMAL
1227.86,NET_BANKING,ICICI,PAYU,SUCCESS,SUCCESS,AUTHORIZED,CAPTURED,PAID,DELIVERED,DELIVERED,200,1,ON_HOLD,PROCESSED,CREDITED_TO_CUSTOMER,634,880,202659,3,1,0.889,0.0334,1,1,DUPLICATE_PAYMENT
13760.75,UPI,KOTAK,BILLDESK,SUCCESS,SUCCESS,AUTHORIZED,CAPTURED,PAID,DELIVERED,DELIVERED,200,1,SETTLED,NONE,NONE,481,717,110775,5,0,1.8668,0.058,1,0,NORMAL
1885.41,UPI,YES_BANK,CASHFREE,SUCCESS,SUCCESS,AUTHORIZED,CAPTURED,CANCELLED,CANCELLED,DELIVERED,200,1,ON_HOLD,INITIATED,NONE,359799,361918,158623,23,0,-0.4613,0.0442,1,0,ORDER_PAYMENT_CONFLICT
5274.61,CREDIT_CARD,ICICI,RAZORPAY,SUCCESS,SUCCESS,AUTHORIZED,CAPTURED,PAID,DELIVERED,DELIVERED,200,1,SETTLED,NONE,NONE,1488,2387,214457,2,0,0.507,0.0301,1,0,NORMAL
210.55,UPI,INDUSIND,PAYU,SUCCESS,SUCCESS,AUTHORIZED,CAPTURED,PENDING_PAYMENT,UNFULFILLED,DROPPED,404,4,ON_HOLD,NONE,NONE,299,555,205267,12,0,-0.5614,0.0408,1,0,MISSING_WEBHOOK
751.23,EMI,KOTAK,RAZORPAY,SUCCESS,SUCCESS,AUTHORIZED,CAPTURED,PAID,DELIVERED,DELIVERED,200,1,ON_HOLD,INITIATED,AWAITING_ACK,159,352,257865,22,4,0.1557,0.0295,1,1,DUPLICATE_PAYMENT
1813.0,DEBIT_CARD,KOTAK,CASHFREE,PENDING,FAILED,AUTHORIZED,FAILED,PENDING_PAYMENT,DELIVERED,DROPPED,0,1,ON_HOLD,MANUAL_INTERVENTION_REQUIRED,AWAITING_ACK,60024,29265,133669,17,3,1.5181,0.0385,1,0,UNRESOLVED
10225.28,UPI,HDFC,RAZORPAY,SUCCESS,SUCCESS,AUTHORIZED,CAPTURED,PAID,DELIVERED,DELIVERED,200,1,SETTLED,NONE,NONE,737,899,87550,20,0,-0.182,0.0649,1,0,NORMAL
403.34,UPI,HDFC,PAYU,REVERSED,SUCCESS,AUTHORIZED,CAPTURED,REFUNDED,RETURNED,DELIVERED,200,1,REVERSED,MANUAL_INTERVENTION_REQUIRED,AWAITING_ACK,550,664,252633,7,0,-0.4398,0.0384,1,0,REFUND_UNCERTAINTY
8591.05,UPI,HDFC,RAZORPAY,SUCCESS,SUCCESS,AUTHORIZED,CAPTURED,CANCELLED,CANCELLED,DELIVERED,200,1,ON_HOLD,PROCESSED,NONE,330986,332135,32182,15,0,0.7898,0.0659,1,0,ORDER_PAYMENT_CONFLICT
396.34,CREDIT_CARD,HDFC,CASHFREE,SUCCESS,SUCCESS,AUTHORIZED,CAPTURED,PAID,PROCESSING,DELIVERED,200,3,SETTLED,NONE,NONE,73388,76881,103246,20,0,-0.0563,0.043,1,0,DELAYED_CONFIRMATION
