payment_id,merchant_id,amount,payment_method,bank,gateway,bank_status,gateway_status,auth_status,capture_status,merchant_order_status,merchant_fulfillment_status,webhook_status,webhook_http_code,webhook_attempt_count,settlement_status,refund_status,bank_reversal_status,bank_latency_ms,gateway_latency_ms,transaction_age_seconds,time_of_day_hour,retry_count,amount_deviation_score,historical_merchant_failure_rate,is_amount_matched,is_duplicate_candidate,target_incident_class
pay_synth_0006960,merch_zomato,763.22,CREDIT_CARD,ICICI,RAZORPAY,PENDING,SUCCESS,AUTHORIZED,PENDING,PENDING_PAYMENT,RETURNED,DROPPED,200,1,DISCREPANCY,MANUAL_INTERVENTION_REQUIRED,AWAITING_ACK,122844,138606,54018,22,2,0.06,0.0305,1,0,UNRESOLVED
pay_synth_0005973,merch_blinkit,633.82,UPI,INDUSIND,PAYU,SUCCESS,SUCCESS,AUTHORIZED,CAPTURED,PAID,DELIVERED,DELIVERED,200,1,DISCREPANCY,NONE,NONE,301,402,249118,8,0,0.0774,0.0406,1,0,SETTLEMENT_MISMATCH
pay_synth_0003832,merch_zomato,524.41,UPI,KOTAK,CASHFREE,SUCCESS,FAILED,TIMEOUT,AUTO_REFUNDED,CANCELLED,CANCELLED,NONE,504,1,ON_HOLD,NONE,NOT_INITIATED,2200,38041,82346,1,0,-0.2717,0.0306,1,0,BANK_DEBIT_GATEWAY_FAILURE
pay_synth_0006372,merch_myntra,1697.47,CREDIT_CARD,INDUSIND,BILLDESK,SUCCESS,SUCCESS,AUTHORIZED,CAPTURED,CANCELLED,CANCELLED,DELIVERED,200,1,ON_HOLD,INITIATED,NONE,119109,120288,16330,10,0,-0.1066,0.0438,1,0,ORDER_PAYMENT_CONFLICT
pay_synth_0006362,merch_makemytrip,24547.12,UPI,AXIS,CASHFREE,SUCCESS,SUCCESS,AUTHORIZED,CAPTURED,CANCELLED,CANCELLED,DELIVERED,200,1,ON_HOLD,INITIATED,NONE,140562,141305,205636,8,0,0.9638,0.0642,1,0,ORDER_PAYMENT_CONFLICT
pay_synth_0000986,merch_zepto,239.55,UPI,AXIS,PAYU,SUCCESS,SUCCESS,AUTHORIZED,CAPTURED,PAID,DELIVERED,DELIVERED,200,1,SETTLED,NONE,NONE,503,732,95172,2,0,-0.5009,0.0341,1,0,NORMAL
pay_synth_0001822,merch_myntra,1989.66,UPI,SBI,RAZORPAY,SUCCESS,SUCCESS,AUTHORIZED,CAPTURED,PAID,DELIVERED,DELIVERED,200,1,SETTLED,NONE,NONE,292,449,150901,4,0,0.0072,0.0537,1,0,NORMAL
pay_synth_0000588,merch_tatacliq,2882.65,CREDIT_CARD,INDUSIND,BILLDESK,SUCCESS,SUCCESS,AUTHORIZED,CAPTURED,PAID,PROCESSING,DELIVERED,200,1,PENDING,NONE,NONE,590,833,70372,15,1,-0.3994,0.0536,1,1,NORMAL
pay_synth_0006675,merch_blinkit,736.48,UPI,SBI,CASHFREE,PENDING,FAILED,FAILED,AUTO_REFUNDED,FAILED,CANCELLED,DELIVERED,404,1,PENDING,FAILED,REJECTED_BY_BANK,64085,20441,43766,20,0,0.7535,0.0302,1,0,UNRESOLVED
pay_synth_0005605,merch_bookmyshow,1414.2,UPI,INDUSIND,RAZORPAY,SUCCESS,SUCCESS,AUTHORIZED,CAPTURED,PAID,DELIVERED,DELIVERED,200,1,DISCREPANCY,NONE,NONE,526,1027,20843,5,0,0.0613,0.0531,1,0,SETTLEMENT_MISMATCH
pay_synth_0006367,merch_amazon_in,2415.29,UPI,ICICI,BILLDESK,SUCCESS,SUCCESS,AUTHORIZED,CAPTURED,CANCELLED,CANCELLED,FAILED,200,1,ON_HOLD,PROCESSED,NONE,186846,189549,256890,4,0,-0.1374,0.0275,1,0,ORDER_PAYMENT_CONFLICT
pay_synth_0006956,merch_myntra,663.17,UPI,SBI,BILLDESK,REVERSED,TIMED_OUT,AUTHORIZED,AUTO_REFUNDED,CANCELLED,RETURNED,DELIVERED,200,1,PENDING,PENDING,CREDITED_TO_CUSTOMER,31580,64366,17637,13,2,-0.651,0.0497,1,0,UNRESOLVED
pay_synth_0004428,merch_swiggy,391.65,UPI,AXIS,CASHFREE,SUCCESS,SUCCESS,AUTHORIZED,CAPTURED,PENDING_PAYMENT,UNFULFILLED,DROPPED,500,3,ON_HOLD,NONE,NONE,491,591,239662,8,0,-0.3975,0.0343,1,0,MISSING_WEBHOOK
pay_synth_0005550,merch_zepto,1064.88,UPI,YES_BANK,RAZORPAY,SUCCESS,SUCCESS,AUTHORIZED,CAPTURED,REFUNDED,RETURNED,DELIVERED,200,1,REVERSED,FAILED,AWAITING_ACK,487,691,212104,4,0,1.2185,0.0436,1,0,REFUND_UNCERTAINTY
pay_synth_0003558,merch_tatacliq,5167.88,UPI,SBI,CASHFREE,SUCCESS,SUCCESS,AUTHORIZED,CAPTURED,PAID,PROCESSING,DELIVERED,200,2,PENDING,NONE,NONE,63750,66391,34414,13,0,0.0766,0.0637,1,0,DELAYED_CONFIRMATION
pay_synth_0001396,merch_amazon_in,3128.11,CREDIT_CARD,KOTAK,STRIPE,SUCCESS,SUCCESS,AUTHORIZED,CAPTURED,PAID,DELIVERED,DELIVERED,200,1,SETTLED,NONE,NONE,370,568,161630,13,0,0.1172,0.0108,1,0,NORMAL
pay_synth_0000265,merch_amazon_in,2406.27,NET_BANKING,YES_BANK,RAZORPAY,SUCCESS,SUCCESS,AUTHORIZED,CAPTURED,PAID,PROCESSING,DELIVERED,200,1,PENDING,NONE,NONE,314,448,58834,7,0,-0.1406,0.0133,1,0,NORMAL
pay_synth_0003548,merch_zepto,1157.14,UPI,ICICI,CASHFREE,SUCCESS,SUCCESS,AUTHORIZED,PENDING,PAID,PROCESSING,DELIVERED,200,3,SETTLED,NONE,NONE,87893,91079,143297,23,0,1.4107,0.0307,1,0,DELAYED_CONFIRMATION
pay_synth_0004960,merch_myntra,2569.49,UPI,AXIS,RAZORPAY,SUCCESS,SUCCESS,AUTHORIZED,CAPTURED,PAID,DELIVERED,DELIVERED,200,1,DISCREPANCY,PROCESSED,CREDITED_TO_CUSTOMER,225,509,187136,10,2,0.3524,0.0521,1,0,DUPLICATE_PAYMENT
pay_synth_0006384,merch_flipkart,3244.14,CREDIT_CARD,ICICI,CASHFREE,SUCCESS,SUCCESS,AUTHORIZED,CAPTURED,CANCELLED,CANCELLED,FAILED,200,1,ON_HOLD,INITIATED,NONE,281695,283293,127913,7,0,-0.0731,0.0323,1,0,ORDER_PAYMENT_CONFLICT
pay_synth_0004926,merch_zepto,355.33,DEBIT_CARD,ICICI,PAYU,SUCCESS,SUCCESS,AUTHORIZED,CAPTURED,PAID,DELIVERED,DELIVERED,200,1,ON_HOLD,PROCESSED,CREDITED_TO_CUSTOMER,449,660,175965,0,4,-0.2597,0.0306,1,1,DUPLICATE_PAYMENT
pay_synth_0003865,merch_zomato,576.02,NET_BANKING,KOTAK,CASHFREE,DEBITED,FAILED,TIMEOUT,FAILED,EXPIRED,CANCELLED,FAILED,500,1,ON_HOLD,PROCESSED,CREDITED_TO_CUSTOMER,1207,53946,17800,9,0,-0.2,0.0248,1,0,BANK_DEBIT_GATEWAY_FAILURE
pay_synth_0005805,merch_swiggy,1317.23,CREDIT_CARD,INDUSIND,CASHFREE,SUCCESS,SUCCESS,AUTHORIZED,CAPTURED,PAID,DELIVERED,DELIVERED,200,1,DISCREPANCY,NONE,NONE,720,989,252257,8,0,0.0414,0.037,1,0,SETTLEMENT_MISMATCH
pay_synth_0002401,merch_flipkart,2269.87,UPI,HDFC,BILLDESK,SUCCESS,SUCCESS,AUTHORIZED,CAPTURED,PAID,DELIVERED,DELIVERED,200,1,SETTLED,NONE,NONE,301,388,95284,20,0,-0.3515,0.0398,1,0,NORMAL
pay_synth_0005050,merch_swiggy,581.12,DEBIT_CARD,AXIS,STRIPE,SUCCESS,SUCCESS,AUTHORIZED,CAPTURED,PAID,DELIVERED,DELIVERED,200,1,SETTLED,PROCESSED,CREDITED_TO_CUSTOMER,505,627,110290,3,4,-0.106,0.0379,1,1,DUPLICATE_PAYMENT
pay_synth_0003712,merch_zepto,217.96,CREDIT_CARD,PNB,BILLDESK,SUCCESS,FAILED,TIMEOUT,NOT_REQUESTED,EXPIRED,CANCELLED,FAILED,504,1,ON_HOLD,INITIATED,NOT_INITIATED,2474,40427,118607,17,0,-0.5459,0.0367,1,0,BANK_DEBIT_GATEWAY_FAILURE
pay_synth_0000247,merch_blinkit,315.86,CREDIT_CARD,INDUSIND,RAZORPAY,SUCCESS,SUCCESS,AUTHORIZED,CAPTURED,PAID,PROCESSING,DELIVERED,200,1,PENDING,NONE,NONE,592,708,72228,5,0,-0.248,0.0353,1,0,NORMAL
pay_synth_0001595,merch_blinkit,101.75,NET_BANKING,KOTAK,BILLDESK,SUCCESS,SUCCESS,AUTHORIZED,CAPTURED,PAID,DELIVERED,DELIVERED,200,1,SETTLED,NONE,NONE,601,729,144856,5,0,0.0178,0.0334,1,0,NORMAL
pay_synth_0006805,merch_myntra,1131.41,CREDIT_CARD,AXIS,BILLDESK,DEBITED,PENDING,NONE,CAPTURED,PAID,UNFULFILLED,DROPPED,500,1,DISCREPANCY,NONE,NOT_INITIATED,115354,107817,10910,8,2,-0.4045,0.0533,1,0,UNRESOLVED
pay_synth_0004718,merch_bookmyshow,2238.63,UPI,ICICI,PAYU,SUCCESS,SUCCESS,AUTHORIZED,CAPTURED,PAID,DELIVERED,DELIVERED,200,1,ON_HOLD,PROCESSED,CREDITED_TO_CUSTOMER,483,613,60487,12,4,1.0351,0.0461,1,1,DUPLICATE_PAYMENT
pay_synth_0000924,merch_makemytrip,8212.49,UPI,INDUSIND,STRIPE,SUCCESS,SUCCESS,AUTHORIZED,CAPTURED,PAID,PROCESSING,DELIVERED,200,1,PENDING,NONE,NONE,2668,3529,33016,6,0,-0.343,0.0734,1,0,NORMAL
pay_synth_0004310,merch_zomato,544.85,DEBIT_CARD,KOTAK,STRIPE,SUCCESS,SUCCESS,AUTHORIZED,CAPTURED,PENDING_PAYMENT,UNFULFILLED,DROPPED,0,3,PENDING,NONE,NONE,198,382,163322,3,0,-0.2433,0.0233,1,0,MISSING_WEBHOOK
pay_synth_0000670,merch_zepto,923.98,CREDIT_CARD,HDFC,BILLDESK,SUCCESS,SUCCESS,AUTHORIZED,CAPTURED,PAID,PROCESSING,DELIVERED,200,1,PENDING,NONE,NONE,5013,5920,75911,15,0,0.925,0.0386,1,0,NORMAL
pay_synth_0003605,merch_amazon_in,4476.75,WALLET,YES_BANK,PAYU,DEBITED,FAILED,NONE,FAILED,CANCELLED,CANCELLED,FAILED,0,1,ON_HOLD,PROCESSED,CREDITED_TO_CUSTOMER,2296,54429,120368,9,0,0.5988,0.0209,1,0,BANK_DEBIT_GATEWAY_FAILURE
pay_synth_0001911,merch_flipkart,9897.4,UPI,AXIS,BILLDESK,SUCCESS,SUCCESS,AUTHORIZED,CAPTURED,PAID,PROCESSING,DELIVERED,200,1,PENDING,NONE,NONE,260,535,59540,23,0,1.8278,0.0356,1,0,NORMAL
pay_synth_0004865,merch_amazon_in,2675.39,CREDIT_CARD,AXIS,BILLDESK,SUCCESS,SUCCESS,AUTHORIZED,CAPTURED,PAID,DELIVERED,DELIVERED,200,1,DISCREPANCY,NONE,AWAITING_ACK,429,617,36190,16,1,-0.0445,0.0244,1,1,DUPLICATE_PAYMENT
pay_synth_0003959,merch_zomato,1407.19,UPI,PNB,RAZORPAY,SUCCESS,TIMED_OUT,TIMEOUT,FAILED,EXPIRED,CANCELLED,NONE,500,1,ON_HOLD,NONE,NOT_INITIATED,1792,48455,159131,10,0,0.9544,0.0397,1,0,BANK_DEBIT_GATEWAY_FAILURE
pay_synth_0002697,merch_tatacliq,9185.96,UPI,KOTAK,RAZORPAY,SUCCESS,SUCCESS,AUTHORIZED,CAPTURED,PAID,DELIVERED,DELIVERED,200,1,SETTLED,NONE,NONE,515,806,148609,13,0,0.9137,0.055,1,0,NORMAL
pay_synth_0002592,merch_swiggy,494.03,UPI,KOTAK,RAZORPAY,SUCCESS,SUCCESS,AUTHORIZED,CAPTURED,PAID,DELIVERED,DELIVERED,200,1,SETTLED,NONE,NONE,437,645,92735,12,0,-0.24,0.0222,1,0,NORMAL
pay_synth_0001782,merch_swiggy,618.38,UPI,KOTAK,STRIPE,SUCCESS,SUCCESS,AUTHORIZED,CAPTURED,PAID,DELIVERED,DELIVERED,200,1,SETTLED,NONE,NONE,547,736,239865,16,0,-0.0486,0.0387,1,0,NORMAL
pay_synth_0003014,merch_zomato,311.37,UPI,KOTAK,PAYU,SUCCESS,SUCCESS,AUTHORIZED,CAPTURED,PAID,PROCESSING,DELIVERED,200,3,PENDING,NONE,NONE,472,602,45244,17,0,-0.5675,0.0356,1,0,NORMAL
pay_synth_0002308,merch_makemytrip,11198.85,UPI,AXIS,PAYU,SUCCESS,SUCCESS,AUTHORIZED,CAPTURED,PAID,DELIVERED,DELIVERED,200,1,SETTLED,NONE,NONE,315,529,252095,23,0,-0.1041,0.0686,1,0,NORMAL
pay_synth_0004167,merch_myntra,1589.51,UPI,PNB,BILLDESK,SUCCESS,SUCCESS,AUTHORIZED,CAPTURED,EXPIRED,UNFULFILLED,DROPPED,0,2,PENDING,NONE,NONE,584,719,107048,9,0,-0.1634,0.0444,1,0,MISSING_WEBHOOK
pay_synth_0003691,merch_makemytrip,17214.36,UPI,KOTAK,RAZORPAY,SUCCESS,FAILED,TIMEOUT,FAILED,CANCELLED,CANCELLED,DELIVERED,200,1,ON_HOLD,INITIATED,NOT_INITIATED,1691,69176,113447,10,0,0.3771,0.0732,1,0,BANK_DEBIT_GATEWAY_FAILURE
pay_synth_0000688,merch_makemytrip,9982.53,WALLET,ICICI,STRIPE,SUCCESS,SUCCESS,AUTHORIZED,CAPTURED,PAID,DELIVERED,DELIVERED,200,1,SETTLED,NONE,NONE,526,824,214530,23,0,-0.2014,0.0603,1,0,NORMAL
pay_synth_0000613,merch_amazon_in,3312.16,CREDIT_CARD,HDFC,CASHFREE,SUCCESS,SUCCESS,AUTHORIZED,CAPTURED,PAID,DELIVERED,DELIVERED,200,1,SETTLED,NONE,NONE,307,466,161602,0,0,0.1829,0.0201,1,0,NORMAL
pay_synth_0003201,merch_zepto,536.41,UPI,HDFC,RAZORPAY,SUCCESS,SUCCESS,AUTHORIZED,CAPTURED,PROCESSING,PROCESSING,RETRYING,200,2,PENDING,NONE,NONE,83584,87509,48667,15,0,0.1175,0.0366,1,0,DELAYED_CONFIRMATION
pay_synth_0002268,merch_tatacliq,5814.8,NET_BANKING,AXIS,CASHFREE,SUCCESS,SUCCESS,AUTHORIZED,CAPTURED,PAID,DELIVERED,DELIVERED,200,1,SETTLED,NONE,NONE,197,285,139461,7,0,0.2114,0.0539,1,0,NORMAL
pay_synth_0006710,merch_zepto,403.23,UPI,KOTAK,STRIPE,PENDING,SUCCESS,NONE,FAILED,PAID,CANCELLED,SCHEDULED,500,1,PENDING,PENDING,NOT_INITIATED,68782,30244,222329,3,0,-0.1599,0.0445,1,0,UNRESOLVED
pay_synth_0006467,merch_myntra,1141.13,WALLET,HDFC,PAYU,SUCCESS,SUCCESS,AUTHORIZED,CAPTURED,CANCELLED,CANCELLED,DELIVERED,200,1,ON_HOLD,INITIATED,NONE,144352,146496,153019,3,0,-0.3994,0.0476,1,0,ORDER_PAYMENT_CONFLICT
pay_synth_0001899,merch_zomato,1008.08,UPI,PNB,RAZORPAY,SUCCESS,SUCCESS,AUTHORIZED,CAPTURED,PAID,PROCESSING,DELIVERED,200,1,PENDING,NONE,NONE,5968,7003,64141,7,1,0.4001,0.0289,1,1,NORMAL
pay_synth_0004412,merch_tatacliq,4627.29,CREDIT_CARD,SBI,PAYU,SUCCESS,SUCCESS,AUTHORIZED,CAPTURED,PENDING_PAYMENT,UNFULFILLED,DROPPED,504,3,ON_HOLD,NONE,NONE,381,569,139292,14,0,-0.036,0.0593,1,0,MISSING_WEBHOOK
pay_synth_0000259,merch_zepto,626.46,UPI,AXIS,PAYU,SUCCESS,SUCCESS,AUTHORIZED,CAPTURED,PAID,DELIVERED,DELIVERED,200,1,SETTLED,NONE,NONE,519,694,206623,13,0,0.3051,0.0431,1,0,NORMAL
pay_synth_0002925,merch_swiggy,686.79,UPI,YES_BANK,PAYU,SUCCESS,SUCCESS,AUTHORIZED,CAPTURED,PAID,DELIVERED,DELIVERED,200,1,SETTLED,NONE,NONE,191,311,214412,17,1,0.0566,0.0302,1,1,NORMAL
pay_synth_0002823,merch_makemytrip,12138.6,UPI,ICICI,CASHFREE,SUCCESS,SUCCESS,AUTHORIZED,CAPTURED,PAID,PROCESSING,DELIVERED,200,1,PENDING,NONE,NONE,600,859,25513,2,1,-0.0289,0.0608,1,1,NORMAL
pay_synth_0003340,merch_myntra,5582.69,NET_BANKING,KOTAK,PAYU,SUCCESS,SUCCESS,AUTHORIZED,PENDING,PROCESSING,PROCESSING,DELIVERED,200,2,SETTLED,NONE,NONE,64964,73074,88306,20,0,1.9383,0.054,1,0,DELAYED_CONFIRMATION
pay_synth_0003526,merch_amazon_in,1384.43,UPI,YES_BANK,RAZORPAY,SUCCESS,SUCCESS,AUTHORIZED,CAPTURED,PAID,PROCESSING,DELIVERED,200,1,PENDING,NONE,NONE,88683,93269,54125,22,0,-0.5056,0.0131,1,0,DELAYED_CONFIRMATION
pay_synth_0002286,merch_zepto,633.35,CREDIT_CARD,INDUSIND,RAZORPAY,SUCCESS,SUCCESS,AUTHORIZED,CAPTURED,PAID,DELIVERED,DELIVERED,200,1,SETTLED,NONE,NONE,7470,8002,89591,2,0,0.3195,0.0376,1,0,NORMAL
pay_synth_0000485,merch_swiggy,412.88,UPI,INDUSIND,BILLDESK,SUCCESS,SUCCESS,AUTHORIZED,CAPTURED,PAID,PROCESSING,DELIVERED,200,1,PENDING,NONE,NONE,796,1070,76985,6,0,-0.3648,0.0332,1,0,NORMAL
pay_synth_0002212,merch_makemytrip,17965.22,NET_BANKING,ICICI,RAZORPAY,SUCCESS,SUCCESS,AUTHORIZED,CAPTURED,PAID,DELIVERED,DELIVERED,200,3,SETTLED,NONE,NONE,560,844,135841,22,0,0.4372,0.0622,1,0,NORMAL
pay_synth_0004318,merch_makemytrip,24593.3,NET_BANKING,INDUSIND,STRIPE,SUCCESS,SUCCESS,AUTHORIZED,CAPTURED,PENDING_PAYMENT,UNFULFILLED,TIMED_OUT,500,3,ON_HOLD,NONE,NONE,568,829,176708,20,0,0.9675,0.0793,1,0,MISSING_WEBHOOK
pay_synth_0002556,merch_tatacliq,6615.35,NET_BANKING,INDUSIND,BILLDESK,SUCCESS,SUCCESS,AUTHORIZED,CAPTURED,PAID,PROCESSING,DELIVERED,200,1,PENDING,NONE,NONE,391,630,47887,8,0,0.3782,0.0656,1,0,NORMAL
pay_synth_0000008,merch_amazon_in,4437.45,UPI,INDUSIND,RAZORPAY,SUCCESS,SUCCESS,AUTHORIZED,CAPTURED,PAID,DELIVERED,DELIVERED,200,1,SETTLED,NONE,NONE,292,411,225762,1,0,0.5848,0.0299,1,0,NORMAL
pay_synth_0003658,merch_zepto,137.26,UPI,SBI,CASHFREE,SUCCESS,FAILED,TIMEOUT,FAILED,CANCELLED,CANCELLED,FAILED,504,1,ON_HOLD,NONE,NOT_INITIATED,1514,69032,231071,4,0,-0.714,0.0334,1,0,BANK_DEBIT_GATEWAY_FAILURE
pay_synth_0005927,merch_swiggy,973.02,UPI,HDFC,PAYU,SUCCESS,SUCCESS,AUTHORIZED,CAPTURED,PAID,DELIVERED,DELIVERED,200,1,SETTLED,NONE,NONE,398,673,85011,16,0,0.0433,0.0378,1,0,SETTLEMENT_MISMATCH
pay_synth_0002427,merch_bookmyshow,1550.45,UPI,ICICI,PAYU,SUCCESS,SUCCESS,AUTHORIZED,CAPTURED,PAID,PROCESSING,DELIVERED,200,2,PENDING,NONE,NONE,224,345,45436,6,0,0.4095,0.0439,1,0,NORMAL
pay_synth_0001815,merch_zepto,408.57,UPI,SBI,CASHFREE,SUCCESS,SUCCESS,AUTHORIZED,CAPTURED,PAID,DELIVERED,DELIVERED,200,1,SETTLED,NONE,NONE,5082,6187,182820,22,0,-0.1488,0.0455,1,0,NORMAL
pay_synth_0002275,merch_blinkit,218.75,UPI,HDFC,RAZORPAY,SUCCESS,SUCCESS,AUTHORIZED,CAPTURED,PAID,DELIVERED,DELIVERED,200,1,SETTLED,NONE,NONE,603,847,157571,2,0,-0.4792,0.0306,1,0,NORMAL
pay_synth_0001012,merch_bookmyshow,1238.46,UPI,PNB,BILLDESK,SUCCESS,SUCCESS,AUTHORIZED,CAPTURED,PAID,DELIVERED,DELIVERED,200,1,SETTLED,NONE,NONE,729,860,158567,10,0,0.1259,0.0429,1,0,NORMAL
pay_synth_0006668,merch_makemytrip,10987.47,UPI,ICICI,RAZORPAY,REVERSED,FAILED,NONE,CAPTURED,PENDING_PAYMENT,PROCESSING,FAILED,0,1,FAILED,PENDING,AWAITING_ACK,73883,99320,254025,23,0,-0.121,0.0704,1,0,UNRESOLVED
pay_synth_0001068,merch_tatacliq,9632.2,UPI,PNB,PAYU,SUCCESS,SUCCESS,AUTHORIZED,CAPTURED,PAID,PROCESSING,DELIVERED,200,1,PENDING,NONE,NONE,682,873,5402,12,0,1.0067,0.0643,1,0,NORMAL
pay_synth_0001992,merch_bookmyshow,1729.59,NET_BANKING,SBI,STRIPE,SUCCESS,SUCCESS,AUTHORIZED,CAPTURED,PAID,DELIVERED,DELIVERED,200,1,SETTLED,NONE,NONE,729,809,187962,5,0,0.5724,0.0533,1,0,NORMAL
pay_synth_0003971,merch_tatacliq,3782.17,UPI,AXIS,PAYU,SUCCESS,TIMED_OUT,FAILED,FAILED,CANCELLED,CANCELLED,FAILED,0,1,ON_HOLD,INITIATED,NOT_INITIATED,559,36553,1482,0,0,-0.212,0.0618,1,0,BANK_DEBIT_GATEWAY_FAILURE
pay_synth_0004962,merch_flipkart,1886.79,UPI,SBI,BILLDESK,SUCCESS,SUCCESS,AUTHORIZED,CAPTURED,PAID,DELIVERED,DELIVERED,200,1,ON_HOLD,INITIATED,AWAITING_ACK,692,934,87679,19,4,-0.4609,0.0416,1,1,DUPLICATE_PAYMENT
pay_synth_0003868,merch_makemytrip,33713.52,NET_BANKING,ICICI,RAZORPAY,DEBITED,FAILED,NONE,FAILED,EXPIRED,CANCELLED,DELIVERED,200,1,ON_HOLD,PROCESSED,CREDITED_TO_CUSTOMER,2178,63974,6147,0,0,1.6971,0.06,1,0,BANK_DEBIT_GATEWAY_FAILURE
pay_synth_0006239,merch_blinkit,266.85,UPI,INDUSIND,RAZORPAY,SUCCESS,SUCCESS,AUTHORIZED,CAPTURED,CANCELLED,CANCELLED,DELIVERED,200,1,ON_HOLD,NONE,NONE,259658,260447,155045,13,0,-0.3646,0.0309,1,0,ORDER_PAYMENT_CONFLICT
pay_synth_0003049,merch_myntra,2452.6,CREDIT_CARD,YES_BANK,STRIPE,SUCCESS,SUCCESS,AUTHORIZED,CAPTURED,PAID,DELIVERED,DELIVERED,200,1,SETTLED,NONE,NONE,726,1026,222162,23,0,0.2908,0.0562,1,0,NORMAL
pay_synth_0000782,merch_swiggy,291.71,UPI,KOTAK,BILLDESK,SUCCESS,SUCCESS,AUTHORIZED,CAPTURED,PAID,PROCESSING,DELIVERED,200,1,PENDING,NONE,NONE,739,997,14879,19,0,-0.5512,0.0307,1,0,NORMAL
pay_synth_0006795,merch_amazon_in,2483.08,CREDIT_CARD,SBI,STRIPE,REVERSED,PENDING,FAILED,PENDING,FAILED,UNFULFILLED,RETRYING,502,1,DISCREPANCY,NONE,NOT_INITIATED,24234,68505,129232,7,2,-0.1132,0.0194,1,0,UNRESOLVED
pay_synth_0001750,merch_amazon_in,5105.14,DEBIT_CARD,ICICI,PAYU,SUCCESS,SUCCESS,AUTHORIZED,CAPTURED,PAID,PROCESSING,DELIVERED,200,2,PENDING,NONE,NONE,380,463,47007,8,1,0.8233,0.0149,1,0,NORMAL
pay_synth_0002792,merch_myntra,1359.88,UPI,SBI,RAZORPAY,SUCCESS,SUCCESS,AUTHORIZED,CAPTURED,PAID,DELIVERED,DELIVERED,200,1,SETTLED,NONE,NONE,698,894,131851,21,0,-0.2843,0.0578,1,0,NORMAL
pay_synth_0001092,merch_zomato,704.1,UPI,SBI,RAZORPAY,SUCCESS,SUCCESS,AUTHORIZED,CAPTURED,PAID,PROCESSING,DELIVERED,200,1,PENDING,NONE,NONE,669,807,76424,4,0,-0.0221,0.0398,1,0,NORMAL
pay_synth_0004818,merch_blinkit,248.54,UPI,YES_BANK,STRIPE,SUCCESS,SUCCESS,AUTHORIZED,CAPTURED,PAID,DELIVERED,DELIVERED,200,1,ON_HOLD,NONE,AWAITING_ACK,356,531,238005,14,3,-0.4082,0.0349,1,1,DUPLICATE_PAYMENT
pay_synth_0005956,merch_zomato,1204.88,UPI,KOTAK,RAZORPAY,SUCCESS,SUCCESS,AUTHORIZED,CAPTURED,PAID,DELIVERED,DELIVERED,200,1,SETTLED,NONE,NONE,451,563,137837,23,0,0.0403,0.0383,1,0,SETTLEMENT_MISMATCH
pay_synth_0005673,merch_swiggy,442.44,UPI,AXIS,PAYU,SUCCESS,SUCCESS,AUTHORIZED,CAPTURED,PAID,DELIVERED,DELIVERED,200,1,DISCREPANCY,NONE,NONE,422,502,214304,3,0,0.0672,0.0265,1,0,SETTLEMENT_MISMATCH
pay_synth_0002609,merch_zomato,1233.35,CREDIT_CARD,HDFC,CASHFREE,SUCCESS,SUCCESS,AUTHORIZED,CAPTURED,PAID,DELIVERED,DELIVERED,200,1,SETTLED,NONE,NONE,294,550,240929,14,0,0.713,0.0321,1,0,NORMAL
pay_synth_0006994,merch_blinkit,799.85,NET_BANKING,INDUSIND,RAZORPAY,DEBITED,FAILED,TIMEOUT,PENDING,FAILED,PROCESSING,DROPPED,502,1,PENDING,MANUAL_INTERVENTION_REQUIRED,AWAITING_ACK,72818,143398,50979,19,3,0.9044,0.0454,1,0,UNRESOLVED
pay_synth_0002291,merch_blinkit,1192.25,UPI,YES_BANK,PAYU,SUCCESS,SUCCESS,AUTHORIZED,CAPTURED,PAID,DELIVERED,DELIVERED,200,1,SETTLED,NONE,NONE,388,608,221171,23,0,1.8387,0.0382,1,0,NORMAL
pay_synth_0001728,merch_myntra,3085.42,UPI,KOTAK,BILLDESK,SUCCESS,SUCCESS,AUTHORIZED,CAPTURED,PAID,DELIVERED,DELIVERED,200,1,SETTLED,NONE,NONE,480,566,150633,15,0,0.6239,0.0471,1,0,NORMAL
pay_synth_0000611,merch_myntra,2813.62,UPI,ICICI,CASHFREE,SUCCESS,SUCCESS,AUTHORIZED,CAPTURED,PAID,PROCESSING,DELIVERED,200,1,PENDING,NONE,NONE,691,797,79075,13,0,0.4809,0.053,1,0,NORMAL
pay_synth_0000344,merch_blinkit,309.85,UPI,ICICI,BILLDESK,SUCCESS,SUCCESS,AUTHORIZED,CAPTURED,PAID,PROCESSING,DELIVERED,200,1,PENDING,NONE,NONE,709,984,62829,20,0,-0.2623,0.0466,1,0,NORMAL
pay_synth_0005453,merch_tatacliq,13348.06,CREDIT_CARD,AXIS,CASHFREE,SUCCESS,SUCCESS,AUTHORIZED,CAPTURED,REFUNDED,RETURNED,DELIVERED,200,1,REVERSED,PENDING,REJECTED_BY_BANK,268,398,182438,22,0,1.7808,0.0536,1,0,REFUND_UNCERTAINTY
pay_synth_0003751,merch_makemytrip,8794.9,NET_BANKING,AXIS,CASHFREE,DEBITED,FAILED,FAILED,FAILED,CANCELLED,CANCELLED,NONE,504,1,ON_HOLD,PROCESSED,CREDITED_TO_CUSTOMER,1673,68053,232814,16,0,-0.2964,0.0751,1,0,BANK_DEBIT_GATEWAY_FAILURE
